"Perioden";"Regio's";"Bevolking aan het begin van de periode (aantal)"
"2011";"Oldebroek";"   22659"
"2012";"Oldebroek";"   22716"
"2013";"Oldebroek";"   22774"
"2014";"Oldebroek";"   22835"
"2015";"Oldebroek";"   23001"
"2016";"Oldebroek";"   23104"
"2017";"Oldebroek";"   23256"
"2018";"Oldebroek";"   23504"
"2019";"Oldebroek";"   23598"
"2020";"Oldebroek";"   23646"
"2021";"Oldebroek";"   23760"
"2022";"Oldebroek";"   23930"
"2023";"Oldebroek";"   24264"
"2011";"Oldenzaal";"   32176"
"2012";"Oldenzaal";"   32176"
"2013";"Oldenzaal";"   32200"
"2014";"Oldenzaal";"   32137"
"2015";"Oldenzaal";"   32120"
"2016";"Oldenzaal";"   32110"
"2017";"Oldenzaal";"   32006"
"2018";"Oldenzaal";"   31915"
"2019";"Oldenzaal";"   31840"
"2020";"Oldenzaal";"   31836"
"2021";"Oldenzaal";"   31701"
"2022";"Oldenzaal";"   31741"
"2023";"Oldenzaal";"   31925"
"2011";"Olst";""
"2012";"Olst";""
"2013";"Olst";""
"2014";"Olst";""
"2015";"Olst";""
"2016";"Olst";""
"2017";"Olst";""
"2018";"Olst";""
"2019";"Olst";""
"2020";"Olst";""
"2021";"Olst";""
"2022";"Olst";""
"2023";"Olst";""
"2011";"Olst-Wijhe";"   17502"
"2012";"Olst-Wijhe";"   17659"
"2013";"Olst-Wijhe";"   17751"
"2014";"Olst-Wijhe";"   17770"
"2015";"Olst-Wijhe";"   17839"
"2016";"Olst-Wijhe";"   17886"
"2017";"Olst-Wijhe";"   17957"
"2018";"Olst-Wijhe";"   18023"
"2019";"Olst-Wijhe";"   18071"
"2020";"Olst-Wijhe";"   18252"
"2021";"Olst-Wijhe";"   18361"
"2022";"Olst-Wijhe";"   18496"
"2023";"Olst-Wijhe";"   18682"
"2011";"Ommen";"   17329"
"2012";"Ommen";"   17380"
"2013";"Ommen";"   17314"
"2014";"Ommen";"   17361"
"2015";"Ommen";"   17341"
"2016";"Ommen";"   17696"
"2017";"Ommen";"   17531"
"2018";"Ommen";"   17630"
"2019";"Ommen";"   17813"
"2020";"Ommen";"   18009"
"2021";"Ommen";"   18295"
"2022";"Ommen";"   18457"
"2023";"Ommen";"   18955"
"2011";"Onderbanken";"    8016"
"2012";"Onderbanken";"    7966"
"2013";"Onderbanken";"    7905"
"2014";"Onderbanken";"    7881"
"2015";"Onderbanken";"    7866"
"2016";"Onderbanken";"    7869"
"2017";"Onderbanken";"    7865"
"2018";"Onderbanken";"    7857"
"2019";"Onderbanken";""
"2020";"Onderbanken";""
"2021";"Onderbanken";""
"2022";"Onderbanken";""
"2023";"Onderbanken";""
"2011";"Oost Gelre";"   30113"
"2012";"Oost Gelre";"   30005"
"2013";"Oost Gelre";"   29873"
"2014";"Oost Gelre";"   29700"
"2015";"Oost Gelre";"   29533"
"2016";"Oost Gelre";"   29537"
"2017";"Oost Gelre";"   29634"
"2018";"Oost Gelre";"   29672"
"2019";"Oost Gelre";"   29704"
"2020";"Oost Gelre";"   29627"
"2021";"Oost Gelre";"   29574"
"2022";"Oost Gelre";"   29603"
"2023";"Oost Gelre";"   29846"
"2011";"Oostburg";""
"2012";"Oostburg";""
"2013";"Oostburg";""
"2014";"Oostburg";""
"2015";"Oostburg";""
"2016";"Oostburg";""
"2017";"Oostburg";""
"2018";"Oostburg";""
"2019";"Oostburg";""
"2020";"Oostburg";""
"2021";"Oostburg";""
"2022";"Oostburg";""
"2023";"Oostburg";""
"2011";"Oosterhout";"   54072"
"2012";"Oosterhout";"   54006"
"2013";"Oosterhout";"   53686"
"2014";"Oosterhout";"   53717"
"2015";"Oosterhout";"   53793"
"2016";"Oosterhout";"   54018"
"2017";"Oosterhout";"   54604"
"2018";"Oosterhout";"   55147"
"2019";"Oosterhout";"   55616"
"2020";"Oosterhout";"   55982"
"2021";"Oosterhout";"   56206"
"2022";"Oosterhout";"   56535"
"2023";"Oosterhout";"   57425"
"2011";"Oostflakkee";"   10406"
"2012";"Oostflakkee";"   10407"
"2013";"Oostflakkee";""
"2014";"Oostflakkee";""
"2015";"Oostflakkee";""
"2016";"Oostflakkee";""
"2017";"Oostflakkee";""
"2018";"Oostflakkee";""
"2019";"Oostflakkee";""
"2020";"Oostflakkee";""
"2021";"Oostflakkee";""
"2022";"Oostflakkee";""
"2023";"Oostflakkee";""
"2011";"Ooststellingwerf";"   26004"
"2012";"Ooststellingwerf";"   25858"
"2013";"Ooststellingwerf";"   25836"
"2014";"Ooststellingwerf";"   25672"
"2015";"Ooststellingwerf";"   25617"
"2016";"Ooststellingwerf";"   25571"
"2017";"Ooststellingwerf";"   25540"
"2018";"Ooststellingwerf";"   25459"
"2019";"Ooststellingwerf";"   25497"
"2020";"Ooststellingwerf";"   25469"
"2021";"Ooststellingwerf";"   25464"
"2022";"Ooststellingwerf";"   25680"
"2023";"Ooststellingwerf";"   25837"
"2011";"Oostzaan";"    9114"
"2012";"Oostzaan";"    9097"
"2013";"Oostzaan";"    9141"
"2014";"Oostzaan";"    9139"
"2015";"Oostzaan";"    9187"
"2016";"Oostzaan";"    9504"
"2017";"Oostzaan";"    9652"
"2018";"Oostzaan";"    9735"
"2019";"Oostzaan";"    9757"
"2020";"Oostzaan";"    9735"
"2021";"Oostzaan";"    9689"
"2022";"Oostzaan";"    9639"
"2023";"Oostzaan";"    9720"
"2011";"Opmeer";"   11420"
"2012";"Opmeer";"   11393"
"2013";"Opmeer";"   11379"
"2014";"Opmeer";"   11368"
"2015";"Opmeer";"   11301"
"2016";"Opmeer";"   11336"
"2017";"Opmeer";"   11420"
"2018";"Opmeer";"   11526"
"2019";"Opmeer";"   11779"
"2020";"Opmeer";"   11836"
"2021";"Opmeer";"   12009"
"2022";"Opmeer";"   12074"
"2023";"Opmeer";"   12180"
"2011";"Opsterland";"   29991"
"2012";"Opsterland";"   29952"
"2013";"Opsterland";"   29896"
"2014";"Opsterland";"   29863"
"2015";"Opsterland";"   29859"
"2016";"Opsterland";"   29830"
"2017";"Opsterland";"   29718"
"2018";"Opsterland";"   29753"
"2019";"Opsterland";"   29723"
"2020";"Opsterland";"   29733"
"2021";"Opsterland";"   29812"
"2022";"Opsterland";"   29791"
"2023";"Opsterland";"   30054"
"2011";"Oss";"   84201"
"2012";"Oss";"   84639"
"2013";"Oss";"   84861"
"2014";"Oss";"   84954"
"2015";"Oss";"   89799"
"2016";"Oss";"   90003"
"2017";"Oss";"   90376"
"2018";"Oss";"   90951"
"2019";"Oss";"   91451"
"2020";"Oss";"   91915"
"2021";"Oss";"   92526"
"2022";"Oss";"   93307"
"2023";"Oss";"   94437"
"2011";"Oud-Beijerland";"   23536"
"2012";"Oud-Beijerland";"   23415"
"2013";"Oud-Beijerland";"   23441"
"2014";"Oud-Beijerland";"   23715"
"2015";"Oud-Beijerland";"   23702"
"2016";"Oud-Beijerland";"   23851"
"2017";"Oud-Beijerland";"   24015"
"2018";"Oud-Beijerland";"   24301"
"2019";"Oud-Beijerland";""
"2020";"Oud-Beijerland";""
"2021";"Oud-Beijerland";""
"2022";"Oud-Beijerland";""
"2023";"Oud-Beijerland";""
"2011";"Oude IJsselstreek";"   39922"
"2012";"Oude IJsselstreek";"   39839"
"2013";"Oude IJsselstreek";"   39779"
"2014";"Oude IJsselstreek";"   39595"
"2015";"Oude IJsselstreek";"   39558"
"2016";"Oude IJsselstreek";"   39657"
"2017";"Oude IJsselstreek";"   39568"
"2018";"Oude IJsselstreek";"   39520"
"2019";"Oude IJsselstreek";"   39473"
"2020";"Oude IJsselstreek";"   39388"
"2021";"Oude IJsselstreek";"   39346"
"2022";"Oude IJsselstreek";"   39387"
"2023";"Oude IJsselstreek";"   39613"
"2011";"Ouder-Amstel";"   13146"
"2012";"Ouder-Amstel";"   13232"
"2013";"Ouder-Amstel";"   13249"
"2014";"Ouder-Amstel";"   13271"
"2015";"Ouder-Amstel";"   13289"
"2016";"Ouder-Amstel";"   13411"
"2017";"Ouder-Amstel";"   13419"
"2018";"Ouder-Amstel";"   13496"
"2019";"Ouder-Amstel";"   13916"
"2020";"Ouder-Amstel";"   14026"
"2021";"Ouder-Amstel";"   14125"
"2022";"Ouder-Amstel";"   14212"
"2023";"Ouder-Amstel";"   14276"
"2011";"Ouderkerk";"    8141"
"2012";"Ouderkerk";"    8049"
"2013";"Ouderkerk";"    8147"
"2014";"Ouderkerk";"    8211"
"2015";"Ouderkerk";""
"2016";"Ouderkerk";""
"2017";"Ouderkerk";""
"2018";"Ouderkerk";""
"2019";"Ouderkerk";""
"2020";"Ouderkerk";""
"2021";"Ouderkerk";""
"2022";"Ouderkerk";""
"2023";"Ouderkerk";""
"2011";"Oudewater";"    9815"
"2012";"Oudewater";"    9850"
"2013";"Oudewater";"    9872"
"2014";"Oudewater";"    9873"
"2015";"Oudewater";"    9924"
"2016";"Oudewater";"   10049"
"2017";"Oudewater";"   10187"
"2018";"Oudewater";"   10180"
"2019";"Oudewater";"   10201"
"2020";"Oudewater";"   10230"
"2021";"Oudewater";"   10138"
"2022";"Oudewater";"   10159"
"2023";"Oudewater";"   10232"
"2011";"Overbetuwe";"   45953"
"2012";"Overbetuwe";"   46269"
"2013";"Overbetuwe";"   46531"
"2014";"Overbetuwe";"   46665"
"2015";"Overbetuwe";"   46833"
"2016";"Overbetuwe";"   47002"
"2017";"Overbetuwe";"   47394"
"2018";"Overbetuwe";"   47481"
"2019";"Overbetuwe";"   47543"
"2020";"Overbetuwe";"   47906"
"2021";"Overbetuwe";"   48214"
"2022";"Overbetuwe";"   48266"
"2023";"Overbetuwe";"   48707"
"2011";"Papendrecht";"   31883"
"2012";"Papendrecht";"   32032"
"2013";"Papendrecht";"   32082"
"2014";"Papendrecht";"   32117"
"2015";"Papendrecht";"   32188"
"2016";"Papendrecht";"   32248"
"2017";"Papendrecht";"   32292"
"2018";"Papendrecht";"   32264"
"2019";"Papendrecht";"   32290"
"2020";"Papendrecht";"   32136"
"2021";"Papendrecht";"   32171"
"2022";"Papendrecht";"   32208"
"2023";"Papendrecht";"   32277"
"2011";"Peel en Maas";"   43188"
"2012";"Peel en Maas";"   43271"
"2013";"Peel en Maas";"   43302"
"2014";"Peel en Maas";"   43314"
"2015";"Peel en Maas";"   43448"
"2016";"Peel en Maas";"   43316"
"2017";"Peel en Maas";"   43347"
"2018";"Peel en Maas";"   43312"
"2019";"Peel en Maas";"   43311"
"2020";"Peel en Maas";"   43425"
"2021";"Peel en Maas";"   43660"
"2022";"Peel en Maas";"   44278"
"2023";"Peel en Maas";"   45276"
"2011";"Pekela";"   12954"
"2012";"Pekela";"   12868"
"2013";"Pekela";"   12804"
"2014";"Pekela";"   12706"
"2015";"Pekela";"   12678"
"2016";"Pekela";"   12641"
"2017";"Pekela";"   12517"
"2018";"Pekela";"   12245"
"2019";"Pekela";"   12214"
"2020";"Pekela";"   12196"
"2021";"Pekela";"   12176"
"2022";"Pekela";"   12196"
"2023";"Pekela";"   12404"
"2011";"Pijnacker-Nootdorp";"   49286"
"2012";"Pijnacker-Nootdorp";"   50103"
"2013";"Pijnacker-Nootdorp";"   50454"
"2014";"Pijnacker-Nootdorp";"   51071"
"2015";"Pijnacker-Nootdorp";"   51203"
"2016";"Pijnacker-Nootdorp";"   51894"
"2017";"Pijnacker-Nootdorp";"   52656"
"2018";"Pijnacker-Nootdorp";"   53634"
"2019";"Pijnacker-Nootdorp";"   54331"
"2020";"Pijnacker-Nootdorp";"   55308"
"2021";"Pijnacker-Nootdorp";"   55674"
"2022";"Pijnacker-Nootdorp";"   56572"
"2023";"Pijnacker-Nootdorp";"   57672"
"2011";"Purmerend";"   79193"
"2012";"Purmerend";"   79266"
"2013";"Purmerend";"   79482"
"2014";"Purmerend";"   79576"
"2015";"Purmerend";"   79611"
"2016";"Purmerend";"   79889"
"2017";"Purmerend";"   79928"
"2018";"Purmerend";"   79983"
"2019";"Purmerend";"   80117"
"2020";"Purmerend";"   81249"
"2021";"Purmerend";"   81683"
"2022";"Purmerend";"   92240"
"2023";"Purmerend";"   93992"
"2011";"Putten";"   23746"
"2012";"Putten";"   23860"
"2013";"Putten";"   23971"
"2014";"Putten";"   23872"
"2015";"Putten";"   24377"
"2016";"Putten";"   24516"
"2017";"Putten";"   24428"
"2018";"Putten";"   24313"
"2019";"Putten";"   24198"
"2020";"Putten";"   24112"
"2021";"Putten";"   24365"
"2022";"Putten";"   24598"
"2023";"Putten";"   24904"
"2011";"Raalte";"   36688"
"2012";"Raalte";"   36603"
"2013";"Raalte";"   36486"
"2014";"Raalte";"   36519"
"2015";"Raalte";"   36603"
"2016";"Raalte";"   36700"
"2017";"Raalte";"   36907"
"2018";"Raalte";"   37158"
"2019";"Raalte";"   37511"
"2020";"Raalte";"   37712"
"2021";"Raalte";"   37911"
"2022";"Raalte";"   38140"
"2023";"Raalte";"   38500"
"2011";"Ravenstein";""
"2012";"Ravenstein";""
"2013";"Ravenstein";""
"2014";"Ravenstein";""
"2015";"Ravenstein";""
"2016";"Ravenstein";""
"2017";"Ravenstein";""
"2018";"Ravenstein";""
"2019";"Ravenstein";""
"2020";"Ravenstein";""
"2021";"Ravenstein";""
"2022";"Ravenstein";""
"2023";"Ravenstein";""
"2011";"Reeuwijk";""
"2012";"Reeuwijk";""
"2013";"Reeuwijk";""
"2014";"Reeuwijk";""
"2015";"Reeuwijk";""
"2016";"Reeuwijk";""
"2017";"Reeuwijk";""
"2018";"Reeuwijk";""
"2019";"Reeuwijk";""
"2020";"Reeuwijk";""
"2021";"Reeuwijk";""
"2022";"Reeuwijk";""
"2023";"Reeuwijk";""
"2011";"Reiderland";""
"2012";"Reiderland";""
"2013";"Reiderland";""
"2014";"Reiderland";""
"2015";"Reiderland";""
"2016";"Reiderland";""
"2017";"Reiderland";""
"2018";"Reiderland";""
"2019";"Reiderland";""
"2020";"Reiderland";""
"2021";"Reiderland";""
"2022";"Reiderland";""
"2023";"Reiderland";""
"2011";"Reimerswaal";"   21614"
"2012";"Reimerswaal";"   21704"
"2013";"Reimerswaal";"   21859"
"2014";"Reimerswaal";"   21927"
"2015";"Reimerswaal";"   22058"
"2016";"Reimerswaal";"   22265"
"2017";"Reimerswaal";"   22356"
"2018";"Reimerswaal";"   22555"
"2019";"Reimerswaal";"   22678"
"2020";"Reimerswaal";"   22730"
"2021";"Reimerswaal";"   22896"
"2022";"Reimerswaal";"   22920"
"2023";"Reimerswaal";"   23255"
"2011";"Renkum";"   31559"
"2012";"Renkum";"   31630"
"2013";"Renkum";"   31565"
"2014";"Renkum";"   31580"
"2015";"Renkum";"   31408"
"2016";"Renkum";"   31254"
"2017";"Renkum";"   31391"
"2018";"Renkum";"   31338"
"2019";"Renkum";"   31302"
"2020";"Renkum";"   31419"
"2021";"Renkum";"   31417"
"2022";"Renkum";"   31358"
"2023";"Renkum";"   31461"
"2011";"Renswoude";"    4752"
"2012";"Renswoude";"    4822"
"2013";"Renswoude";"    4893"
"2014";"Renswoude";"    4924"
"2015";"Renswoude";"    4976"
"2016";"Renswoude";"    5051"
"2017";"Renswoude";"    5101"
"2018";"Renswoude";"    5175"
"2019";"Renswoude";"    5259"
"2020";"Renswoude";"    5444"
"2021";"Renswoude";"    5556"
"2022";"Renswoude";"    5651"
"2023";"Renswoude";"    5747"
"2011";"Reusel-De Mierden";"   12606"
"2012";"Reusel-De Mierden";"   12654"
"2013";"Reusel-De Mierden";"   12670"
"2014";"Reusel-De Mierden";"   12713"
"2015";"Reusel-De Mierden";"   12774"
"2016";"Reusel-De Mierden";"   12811"
"2017";"Reusel-De Mierden";"   12908"
"2018";"Reusel-De Mierden";"   13040"
"2019";"Reusel-De Mierden";"   13060"
"2020";"Reusel-De Mierden";"   13112"
"2021";"Reusel-De Mierden";"   13127"
"2022";"Reusel-De Mierden";"   13271"
"2023";"Reusel-De Mierden";"   13542"
"2011";"Rheden";"   43982"
"2012";"Rheden";"   43612"
"2013";"Rheden";"   43679"
"2014";"Rheden";"   43640"
"2015";"Rheden";"   43625"
"2016";"Rheden";"   43824"
"2017";"Rheden";"   43645"
"2018";"Rheden";"   43527"
"2019";"Rheden";"   43640"
"2020";"Rheden";"   43761"
"2021";"Rheden";"   43525"
"2022";"Rheden";"   43435"
"2023";"Rheden";"   43570"
"2011";"Rhenen";"   18951"
"2012";"Rhenen";"   19064"
"2013";"Rhenen";"   19047"
"2014";"Rhenen";"   19116"
"2015";"Rhenen";"   19308"
"2016";"Rhenen";"   19400"
"2017";"Rhenen";"   19597"
"2018";"Rhenen";"   19816"
"2019";"Rhenen";"   20004"
"2020";"Rhenen";"   20119"
"2021";"Rhenen";"   20203"
"2022";"Rhenen";"   20265"
"2023";"Rhenen";"   20329"
"2011";"Ridderkerk";"   44889"
"2012";"Ridderkerk";"   45208"
"2013";"Ridderkerk";"   45330"
"2014";"Ridderkerk";"   45253"
"2015";"Ridderkerk";"   45149"
"2016";"Ridderkerk";"   45097"
"2017";"Ridderkerk";"   45408"
"2018";"Ridderkerk";"   45789"
"2019";"Ridderkerk";"   46241"
"2020";"Ridderkerk";"   46189"
"2021";"Ridderkerk";"   46671"
"2022";"Ridderkerk";"   47099"
"2023";"Ridderkerk";"   47477"
"2011";"Rijnsburg";""
"2012";"Rijnsburg";""
"2013";"Rijnsburg";""
"2014";"Rijnsburg";""
"2015";"Rijnsburg";""
"2016";"Rijnsburg";""
"2017";"Rijnsburg";""
"2018";"Rijnsburg";""
"2019";"Rijnsburg";""
"2020";"Rijnsburg";""
"2021";"Rijnsburg";""
"2022";"Rijnsburg";""
"2023";"Rijnsburg";""
"2011";"Rijnwaarden";"   11010"
"2012";"Rijnwaarden";"   11008"
"2013";"Rijnwaarden";"   10968"
"2014";"Rijnwaarden";"   10917"
"2015";"Rijnwaarden";"   10912"
"2016";"Rijnwaarden";"   10866"
"2017";"Rijnwaarden";"   10852"
"2018";"Rijnwaarden";""
"2019";"Rijnwaarden";""
"2020";"Rijnwaarden";""
"2021";"Rijnwaarden";""
"2022";"Rijnwaarden";""
"2023";"Rijnwaarden";""
"2011";"Rijnwoude";"   18465"
"2012";"Rijnwoude";"   18618"
"2013";"Rijnwoude";"   18577"
"2014";"Rijnwoude";""
"2015";"Rijnwoude";""
"2016";"Rijnwoude";""
"2017";"Rijnwoude";""
"2018";"Rijnwoude";""
"2019";"Rijnwoude";""
"2020";"Rijnwoude";""
"2021";"Rijnwoude";""
"2022";"Rijnwoude";""
"2023";"Rijnwoude";""
"2011";"Rijssen";""
"2012";"Rijssen";""
"2013";"Rijssen";""
"2014";"Rijssen";""
"2015";"Rijssen";""
"2016";"Rijssen";""
"2017";"Rijssen";""
"2018";"Rijssen";""
"2019";"Rijssen";""
"2020";"Rijssen";""
"2021";"Rijssen";""
"2022";"Rijssen";""
"2023";"Rijssen";""
"2011";"Rijssen-Holten";"   37433"
"2012";"Rijssen-Holten";"   37561"
"2013";"Rijssen-Holten";"   37608"
"2014";"Rijssen-Holten";"   37661"
"2015";"Rijssen-Holten";"   37830"
"2016";"Rijssen-Holten";"   37875"
"2017";"Rijssen-Holten";"   37983"
"2018";"Rijssen-Holten";"   38097"
"2019";"Rijssen-Holten";"   38300"
"2020";"Rijssen-Holten";"   38177"
"2021";"Rijssen-Holten";"   38204"
"2022";"Rijssen-Holten";"   38231"
"2023";"Rijssen-Holten";"   38493"
"2011";"Rijswijk (ZH.)";"   46671"
"2012";"Rijswijk (ZH.)";"   46990"
"2013";"Rijswijk (ZH.)";"   47372"
"2014";"Rijswijk (ZH.)";"   47634"
"2015";"Rijswijk (ZH.)";"   48216"
"2016";"Rijswijk (ZH.)";"   49328"
"2017";"Rijswijk (ZH.)";"   51027"
"2018";"Rijswijk (ZH.)";"   52208"
"2019";"Rijswijk (ZH.)";"   53467"
"2020";"Rijswijk (ZH.)";"   54450"
"2021";"Rijswijk (ZH.)";"   55220"
"2022";"Rijswijk (ZH.)";"   56941"
"2023";"Rijswijk (ZH.)";"   57997"
"2011";"Roerdalen";"   21239"
"2012";"Roerdalen";"   21092"
"2013";"Roerdalen";"   20996"
"2014";"Roerdalen";"   20832"
"2015";"Roerdalen";"   20699"
"2016";"Roerdalen";"   20686"
"2017";"Roerdalen";"   20700"
"2018";"Roerdalen";"   20728"
"2019";"Roerdalen";"   20615"
"2020";"Roerdalen";"   20574"
"2021";"Roerdalen";"   20580"
"2022";"Roerdalen";"   20558"
"2023";"Roerdalen";"   20702"
"2011";"Roermond";"   55595"
"2012";"Roermond";"   56165"
"2013";"Roermond";"   56690"
"2014";"Roermond";"   56929"
"2015";"Roermond";"   57005"
"2016";"Roermond";"   57010"
"2017";"Roermond";"   57390"
"2018";"Roermond";"   57761"
"2019";"Roermond";"   58209"
"2020";"Roermond";"   58260"
"2021";"Roermond";"   58763"
"2022";"Roermond";"   59184"
"2023";"Roermond";"   59981"
"2011";"Roggel en Neer";""
"2012";"Roggel en Neer";""
"2013";"Roggel en Neer";""
"2014";"Roggel en Neer";""
"2015";"Roggel en Neer";""
"2016";"Roggel en Neer";""
"2017";"Roggel en Neer";""
"2018";"Roggel en Neer";""
"2019";"Roggel en Neer";""
"2020";"Roggel en Neer";""
"2021";"Roggel en Neer";""
"2022";"Roggel en Neer";""
"2023";"Roggel en Neer";""
"2011";"De Ronde Venen";"   43004"
"2012";"De Ronde Venen";"   42977"
"2013";"De Ronde Venen";"   42846"
"2014";"De Ronde Venen";"   42642"
"2015";"De Ronde Venen";"   42588"
"2016";"De Ronde Venen";"   42576"
"2017";"De Ronde Venen";"   42763"
"2018";"De Ronde Venen";"   43620"
"2019";"De Ronde Venen";"   44059"
"2020";"De Ronde Venen";"   44456"
"2021";"De Ronde Venen";"   44720"
"2022";"De Ronde Venen";"   44955"
"2023";"De Ronde Venen";"   45572"
"2011";"Roosendaal";"   77541"
"2012";"Roosendaal";"   77426"
"2013";"Roosendaal";"   77155"
"2014";"Roosendaal";"   77027"
"2015";"Roosendaal";"   76874"
"2016";"Roosendaal";"   76960"
"2017";"Roosendaal";"   77163"
"2018";"Roosendaal";"   77000"
"2019";"Roosendaal";"   77032"
"2020";"Roosendaal";"   77251"
"2021";"Roosendaal";"   77200"
"2022";"Roosendaal";"   77244"
"2023";"Roosendaal";"   77613"
"2011";"Rotterdam";"  610386"
"2012";"Rotterdam";"  616260"
"2013";"Rotterdam";"  616294"
"2014";"Rotterdam";"  618357"
"2015";"Rotterdam";"  623652"
"2016";"Rotterdam";"  629606"
"2017";"Rotterdam";"  634660"
"2018";"Rotterdam";"  638712"
"2019";"Rotterdam";"  644618"
"2020";"Rotterdam";"  651157"
"2021";"Rotterdam";"  651631"
"2022";"Rotterdam";"  655468"
"2023";"Rotterdam";"  663900"
"2011";"Rozenburg";""
"2012";"Rozenburg";""
"2013";"Rozenburg";""
"2014";"Rozenburg";""
"2015";"Rozenburg";""
"2016";"Rozenburg";""
"2017";"Rozenburg";""
"2018";"Rozenburg";""
"2019";"Rozenburg";""
"2020";"Rozenburg";""
"2021";"Rozenburg";""
"2022";"Rozenburg";""
"2023";"Rozenburg";""
"2011";"Rozendaal";"    1512"
"2012";"Rozendaal";"    1514"
"2013";"Rozendaal";"    1501"
"2014";"Rozendaal";"    1503"
"2015";"Rozendaal";"    1509"
"2016";"Rozendaal";"    1498"
"2017";"Rozendaal";"    1498"
"2018";"Rozendaal";"    1575"
"2019";"Rozendaal";"    1654"
"2020";"Rozendaal";"    1704"
"2021";"Rozendaal";"    1726"
"2022";"Rozendaal";"    1756"
"2023";"Rozendaal";"    1754"
"2011";"Rucphen";"   22430"
"2012";"Rucphen";"   22320"
"2013";"Rucphen";"   22268"
"2014";"Rucphen";"   22180"
"2015";"Rucphen";"   22233"
"2016";"Rucphen";"   22276"
"2017";"Rucphen";"   22345"
"2018";"Rucphen";"   22401"
"2019";"Rucphen";"   22572"
"2020";"Rucphen";"   22878"
"2021";"Rucphen";"   23080"
"2022";"Rucphen";"   23326"
"2023";"Rucphen";"   23636"
"2011";"Ruurlo";""
"2012";"Ruurlo";""
"2013";"Ruurlo";""
"2014";"Ruurlo";""
"2015";"Ruurlo";""
"2016";"Ruurlo";""
"2017";"Ruurlo";""
"2018";"Ruurlo";""
"2019";"Ruurlo";""
"2020";"Ruurlo";""
"2021";"Ruurlo";""
"2022";"Ruurlo";""
"2023";"Ruurlo";""
"2011";"Sas van Gent";""
"2012";"Sas van Gent";""
"2013";"Sas van Gent";""
"2014";"Sas van Gent";""
"2015";"Sas van Gent";""
"2016";"Sas van Gent";""
"2017";"Sas van Gent";""
"2018";"Sas van Gent";""
"2019";"Sas van Gent";""
"2020";"Sas van Gent";""
"2021";"Sas van Gent";""
"2022";"Sas van Gent";""
"2023";"Sas van Gent";""
"2011";"Sassenheim";""
"2012";"Sassenheim";""
"2013";"Sassenheim";""
"2014";"Sassenheim";""
"2015";"Sassenheim";""
"2016";"Sassenheim";""
"2017";"Sassenheim";""
"2018";"Sassenheim";""
"2019";"Sassenheim";""
"2020";"Sassenheim";""
"2021";"Sassenheim";""
"2022";"Sassenheim";""
"2023";"Sassenheim";""
"2011";"Schagen";"   18671"
"2012";"Schagen";"   18653"
"2013";"Schagen";"   46207"
"2014";"Schagen";"   45978"
"2015";"Schagen";"   46137"
"2016";"Schagen";"   46159"
"2017";"Schagen";"   46193"
"2018";"Schagen";"   46379"
"2019";"Schagen";"   46553"
"2020";"Schagen";"   46483"
"2021";"Schagen";"   46532"
"2022";"Schagen";"   46833"
"2023";"Schagen";"   47450"
"2011";"Scheemda";""
"2012";"Scheemda";""
"2013";"Scheemda";""
"2014";"Scheemda";""
"2015";"Scheemda";""
"2016";"Scheemda";""
"2017";"Scheemda";""
"2018";"Scheemda";""
"2019";"Scheemda";""
"2020";"Scheemda";""
"2021";"Scheemda";""
"2022";"Scheemda";""
"2023";"Scheemda";""
"2011";"Schermer";"    5359"
"2012";"Schermer";"    5456"
"2013";"Schermer";"    5501"
"2014";"Schermer";"    5539"
"2015";"Schermer";""
"2016";"Schermer";""
"2017";"Schermer";""
"2018";"Schermer";""
