"Regio's";"Woningtype";"Perioden";"Beginstand woningvoorraad (aantal)"
"Zeewolde";"Eengezinswoningen totaal";"2021";"    7520"
"Zeewolde";"Vrijstaande woning";"2021";"    1042"
"Zeewolde";"2-onder-1-kapwoning";"2021";"     690"
"Zeewolde";"Hoekwoning";"2021";"    1589"
"Zeewolde";"Tussenwoning";"2021";"    4199"
"Zeewolde";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Zeist";"Totaal woningen";"2021";"   29638"
"Zeist";"Meergezinswoningen totaal";"2021";"   13404"
"Zeist";"Eengezinswoningen totaal";"2021";"   16234"
"Zeist";"Vrijstaande woning";"2021";"    2116"
"Zeist";"2-onder-1-kapwoning";"2021";"    4246"
"Zeist";"Hoekwoning";"2021";"    3312"
"Zeist";"Tussenwoning";"2021";"    6552"
"Zeist";"Onbekend woningtype eengezinswoning";"2021";"       8"
"Zevenaar";"Totaal woningen";"2021";"   20227"
"Zevenaar";"Meergezinswoningen totaal";"2021";"    3633"
"Zevenaar";"Eengezinswoningen totaal";"2021";"   16594"
"Zevenaar";"Vrijstaande woning";"2021";"    3266"
"Zevenaar";"2-onder-1-kapwoning";"2021";"    2502"
"Zevenaar";"Hoekwoning";"2021";"    4062"
"Zevenaar";"Tussenwoning";"2021";"    6762"
"Zevenaar";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Zoetermeer";"Totaal woningen";"2021";"   56421"
"Zoetermeer";"Meergezinswoningen totaal";"2021";"   24198"
"Zoetermeer";"Eengezinswoningen totaal";"2021";"   32223"
"Zoetermeer";"Vrijstaande woning";"2021";"    1287"
"Zoetermeer";"2-onder-1-kapwoning";"2021";"    1188"
"Zoetermeer";"Hoekwoning";"2021";"    6818"
"Zoetermeer";"Tussenwoning";"2021";"   22926"
"Zoetermeer";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Zoeterwoude";"Totaal woningen";"2021";"    3740"
"Zoeterwoude";"Meergezinswoningen totaal";"2021";"     932"
"Zoeterwoude";"Eengezinswoningen totaal";"2021";"    2808"
"Zoeterwoude";"Vrijstaande woning";"2021";"     375"
"Zoeterwoude";"2-onder-1-kapwoning";"2021";"     261"
"Zoeterwoude";"Hoekwoning";"2021";"     652"
"Zoeterwoude";"Tussenwoning";"2021";"    1520"
"Zoeterwoude";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Zuidplas";"Totaal woningen";"2021";"   18566"
"Zuidplas";"Meergezinswoningen totaal";"2021";"    3983"
"Zuidplas";"Eengezinswoningen totaal";"2021";"   14583"
"Zuidplas";"Vrijstaande woning";"2021";"    2147"
"Zuidplas";"2-onder-1-kapwoning";"2021";"    1249"
"Zuidplas";"Hoekwoning";"2021";"    3415"
"Zuidplas";"Tussenwoning";"2021";"    7771"
"Zuidplas";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Zundert";"Totaal woningen";"2021";"    9649"
"Zundert";"Meergezinswoningen totaal";"2021";"    1229"
"Zundert";"Eengezinswoningen totaal";"2021";"    8420"
"Zundert";"Vrijstaande woning";"2021";"    3881"
"Zundert";"2-onder-1-kapwoning";"2021";"    1742"
"Zundert";"Hoekwoning";"2021";"    1116"
"Zundert";"Tussenwoning";"2021";"    1679"
"Zundert";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Zutphen";"Totaal woningen";"2021";"   22651"
"Zutphen";"Meergezinswoningen totaal";"2021";"    7417"
"Zutphen";"Eengezinswoningen totaal";"2021";"   15234"
"Zutphen";"Vrijstaande woning";"2021";"    1477"
"Zutphen";"2-onder-1-kapwoning";"2021";"    1802"
"Zutphen";"Hoekwoning";"2021";"    3587"
"Zutphen";"Tussenwoning";"2021";"    8361"
"Zutphen";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Zwartewaterland";"Totaal woningen";"2021";"    9013"
"Zwartewaterland";"Meergezinswoningen totaal";"2021";"    1096"
"Zwartewaterland";"Eengezinswoningen totaal";"2021";"    7917"
"Zwartewaterland";"Vrijstaande woning";"2021";"    1504"
"Zwartewaterland";"2-onder-1-kapwoning";"2021";"    1428"
"Zwartewaterland";"Hoekwoning";"2021";"    1766"
"Zwartewaterland";"Tussenwoning";"2021";"    3180"
"Zwartewaterland";"Onbekend woningtype eengezinswoning";"2021";"      39"
"Zwijndrecht";"Totaal woningen";"2021";"   20720"
"Zwijndrecht";"Meergezinswoningen totaal";"2021";"    8241"
"Zwijndrecht";"Eengezinswoningen totaal";"2021";"   12479"
"Zwijndrecht";"Vrijstaande woning";"2021";"     660"
"Zwijndrecht";"2-onder-1-kapwoning";"2021";"     744"
"Zwijndrecht";"Hoekwoning";"2021";"    3345"
"Zwijndrecht";"Tussenwoning";"2021";"    7718"
"Zwijndrecht";"Onbekend woningtype eengezinswoning";"2021";"      12"
"Zwolle";"Totaal woningen";"2021";"   59491"
"Zwolle";"Meergezinswoningen totaal";"2021";"   21410"
"Zwolle";"Eengezinswoningen totaal";"2021";"   38081"
"Zwolle";"Vrijstaande woning";"2021";"    3160"
"Zwolle";"2-onder-1-kapwoning";"2021";"    2720"
"Zwolle";"Hoekwoning";"2021";"    8383"
"Zwolle";"Tussenwoning";"2021";"   23804"
"Zwolle";"Onbekend woningtype eengezinswoning";"2021";"      14"
"Buitenland";"Totaal woningen";"2021";""
"Buitenland";"Meergezinswoningen totaal";"2021";""
"Buitenland";"Eengezinswoningen totaal";"2021";""
"Buitenland";"Vrijstaande woning";"2021";""
"Buitenland";"2-onder-1-kapwoning";"2021";""
"Buitenland";"Hoekwoning";"2021";""
"Buitenland";"Tussenwoning";"2021";""
"Buitenland";"Onbekend woningtype eengezinswoning";"2021";""
